ID,Class_CN,Chinese_name_COL_China_2026,Scientific_name_COL_China_2026,Chinese_name_as_published,Scientific_name_as_published,Reported_rank,OrderCN_COL_China_2026,OrderLA_COL_China_2026,FamilyCN_COL_China_2026,FamilyLA_COL_China_2026,GenusCN_COL_China_2026,GenusLA_COL_China_2026,Taxon_match_method,Taxon_match_note,Original_distribution,New_distribution_province,Province_basis,Discovery_sites,Longitude,Latitude,Coordinate_basis,Altitude_raw,Altitude_m,Discovery_date,Discovery_date_raw,Habitat_category,Habitat_raw,Evidence_type,Voucher,Record_type,Record_type_basis,Duplicate_group,IUCN_RED_LIST,CHINA_RED_LIST,China_Protection_Class,Endemic_to_China,Source_citation,Source_publication_year,Source_authors,Source_journal,DOI,Source_row
92,爬行纲,广西华珊瑚蛇,Sinomicrurus peinani,广西华珊瑚蛇,Sinomicrurus peinani,种,有鳞目,Squamata,眼镜蛇科,Elapidae,中华珊瑚蛇属,Sinomicrurus,拉丁名精确,,"国内分布于广西壮族自治区梧州市苍梧县和广东省肇庆鼎湖区,国外分布于越南的高平和保乐",云南,原表标注,马关县古林箐乡,103.9587,22.8243,原文报道坐标,1592,1592.0,2021-07-28,2021年7月28日01:10,森林,植被茂盛、郁闭度较高的森林,标本,SWFU006882,新纪录,原表标注,,,,,,"洪艳华、刘小龙、艾仁达、侯绍兵、杨云、蓝俊麟、袁智勇、段玉宝 (2022). 云南省蛇类新记录——广西华珊瑚蛇 四川动物, 41(2), 184-188",2022,洪艳华、刘小龙、艾仁达、侯绍兵、杨云、蓝俊麟、袁智勇、段玉宝,四川动物,,261
93,爬行纲,双全链蛇(双全白环蛇),Lycodon fasciatus,双全白环蛇,Lycodon fasciatus,种,有鳞目,Squamata,游蛇科,Colubridae,链蛇属,Lycodon,拉丁名精确,,浙江、福建、湖北、四川、贵州、云南、陕西、甘肃,安徽,原表标注,黄山区汤口镇浮溪村,118.15,30.15,文字地名地理编码/后续补充,,,2003-09,2003年9月初,,,照片/影像,,新纪录,原表标注,,,,,,,2003,晏鹏、吴孝兵、胡好远,,,265
94,爬行纲,王锦蛇,Elaphe carinata,王锦蛇,Elaphe carinata,种,有鳞目,Squamata,游蛇科,Colubridae,锦蛇属,Elaphe,拉丁名精确,,"我国南方,见于河南、陕西、甘肃、四川、云南、贵州、湖北、安徽、江苏、浙江、江西、福建、台湾、广东、广西",山东,原表标注,范家石槽村,118.5833,35.0667,原文报道坐标,,,2001-09-08,2001年9月8日,混合生境（人工生境+荒漠/沙地）,村内民宅旁的沙堆上,照片/影像,,新纪录,原表标注,,,,,,"张守富、张守贵 (2002). 山东日照发现王锦蛇 动物学杂志, 72-73",2002,张守富、张守贵,两栖爬行动物学报,,267
95,爬行纲,崇安草蜥,Takydromus sylvaticus,崇安地蜥,Platyplacopus sylvaticus,种,有鳞目,Squamata,蜥蜴科,Lacertidae,草蜥属,Takydromus,种加词推断,"按种加词推断为名录中该名的异名对应种,请复核",福建省崇安县(现武夷山市)挂墩村,安徽,原表标注,岭南保护区,118.15,29.45,原文报道坐标,,,2000-05,2000年5月;2001年1月,,,标本,HS000512;HS001001,新纪录,原表标注,,,,,,,2002,唐鑫生、项鹏,动物学杂志,,268
96,两栖纲,大角蟾,Xenophrys major,大角蟾,Megophrys major,种,无尾目,Anura,角蟾科,Megophryidae,异角蟾属,Xenophrys,中文名精确,,"在国内见于云南(1300m)、广东和湖南,国外分布于印度东北部、孟加拉国、缅甸和越南",广西,原表标注,十万大山国家级自然保护区的防城港区峒中水源林保护区13km处,107.5588,21.7045,原文报道坐标,550,550.0,2001-12,2001年12月-2003年8月,森林,沟谷热带雨林,标本,200308028、200308029、200308030、200308031、200308032、200308033,新纪录,原表标注,,,,,,"莫运明、周天福、谢志明 (2004). 我国三种两栖动物在广西的新分布 动物学杂志, 39(4), 92-94",2004,莫运明、周天福、谢志明,动物学杂志,,271
97,两栖纲,合征姬蛙,Microhyla mixtura,合征姬蛙,Microhyla mixtura,种,无尾目,Anura,姬蛙科,Microhylidae,姬蛙属,Microhyla,拉丁名精确,,陕西洋县、宁强、四川万源县、贵州印江、湖北神农架、均县、安徽霍山、金寨、浙江宁波,河南,原表标注,商城县,115.5333,31.7167,原文报道坐标,400-700,550.0,2002-05,2002年5月和8月,混合生境（湿地/静水水体+灌丛/草地）,山谷静水塘附近的草丛中或水池边,标本,,新纪录,原表标注,DUP043,,,,,"陈晓虹、陶立奎、石灵、孟宪萍 (2003). 河南省发现合征姬蛙 动物学杂志, 38(3), 89-90",2003,陈晓虹、陶立奎、石灵、孟宪萍,动物学杂志,,273
98,两栖纲,湖北侧褶蛙,Pelophylax hubeiensis,湖北侧褶蛙,Pelophylax hubeiensis,种,无尾目,Anura,蛙科,Ranidae,侧褶蛙属,Pelophylax,拉丁名精确,,,河南,原表标注,金岗台自然保护区,115.4783,31.6936,原文报道坐标,300~550,425.0,1999-04,1999年4月~2009年9月,,,标本,,新纪录,原表标注,,,,,,"石灵、侯名根、王新卫、陶立奎、陈晓虹 (2011). 河南省金岗台自然保护区两栖动物资源及保护 四川动物, 30(5), 828-830 https://doi.org/10.3969/j.issn.1000-7083.2011.05.042",2011,王新卫等,,10.3969/j.issn.1000-7083.2011.05.042,276
99,两栖纲,阔褶水蛙,Sylvirana latouchii,阔褶水蛙,Hylarana latouchii,种,无尾目,Anura,蛙科,Ranidae,肱腺蛙属,Sylvirana,中文名精确,,,河南,原表标注,金岗台自然保护区,115.4783,31.6936,原文报道坐标,300~650,475.0,1999-04,1999年4月~2009年9月,,,标本,,新纪录,原表标注,,,,,,"石灵、侯名根、王新卫、陶立奎、陈晓虹 (2011). 河南省金岗台自然保护区两栖动物资源及保护 四川动物, 30(5), 828-830 https://doi.org/10.3969/j.issn.1000-7083.2011.05.042",2011,陈晓虹、梁俊波、杨杰,河南师范大学学报,10.3969/j.issn.1000-7083.2011.05.042,277
100,两栖纲,大树蛙,Zhangixalus dennysi,大树蛙,Rhacophorus dennysi,种,无尾目,Anura,树蛙科,Rhacophoridae,张树蛙属,Zhangixalus,中文名精确,,,河南,原表标注,金岗台自然保护区,115.4783,31.6936,原文报道坐标,350~900,625.0,1999-04,1999年4月~2009年9月,,,标本,,新纪录,原表标注,,,,,,"石灵、侯名根、王新卫、陶立奎、陈晓虹 (2011). 河南省金岗台自然保护区两栖动物资源及保护 四川动物, 30(5), 828-830 https://doi.org/10.3969/j.issn.1000-7083.2011.05.042",2011,陈晓虹、瞿文元、胡焕富、等,四川动物,10.3969/j.issn.1000-7083.2011.05.042,278
101,两栖纲,斑腿泛树蛙,Polypedates megacephalus,斑腿泛树蛙,Polypedates megacephalus,种,无尾目,Anura,树蛙科,Rhacophoridae,泛树蛙属,Polypedates,拉丁名精确,,,河南,原表标注,金岗台自然保护区,115.4783,31.6936,原文报道坐标,300~800,550.0,1999-04,1999年4月~2009年9月,,,标本,,新纪录,原表标注,,,,,,"石灵、侯名根、王新卫、陶立奎、陈晓虹 (2011). 河南省金岗台自然保护区两栖动物资源及保护 四川动物, 30(5), 828-830 https://doi.org/10.3969/j.issn.1000-7083.2011.05.042",2011,陈晓虹、瞿文元、胡焕富、等,四川动物,10.3969/j.issn.1000-7083.2011.05.042,279
102,爬行纲,哀鳞趾虎,Lepidodactylus lugubris,哀鳞趾虎,Lepidodactylus lugubris,种,有鳞目,Squamata,壁虎科,Gekkonidae,鳞趾虎属,Lepidodactylus,拉丁名精确,,"目前,分布于几乎整个热带亚洲(包括中国、斯里兰卡、印度、缅甸等),印度洋和大洋洲岛屿,甚至已被引入到美洲大陆及加勒比海岛屿。在国内,已知分布在海南万宁、台湾岛的东部和南部。",海南,原表标注,海南万宁石梅湾,110.35,18.65,文字地名地理编码/后续补充,,,2021-04,2021年4月和2022年7月,其他/未归类,榕树上,标本,SYNU210417,新纪录,原表标注,,,,,,"王昊天 (2023). 海南岛壁虎科多样性研究 兼记二新记录属(有鳞目,蜥蜴亚目)",2023,王昊天,"海南岛壁虎科多样性研究兼记二新记录属(有鳞目,蜥蜴亚目)",,299
103,爬行纲,半叶趾虎,Hemiphyllodactylus typus,半叶趾虎,Hemiphyllodactylus typus,种,有鳞目,Squamata,壁虎科,Gekkonidae,半叶趾虎属,Hemiphyllodactylus,拉丁名精确,,"分布广泛,从太平洋中部的夏威夷和法属波利尼西亚向西到东南亚各国,以及印度和斯里兰卡,也被引入到日本琉球群岛。我国目前已知分布在海南三亚和台湾东部(包括兰屿岛)。",海南,原表标注,海南三亚临春岭公园,109.55,18.25,文字地名地理编码/后续补充,,,2021-04,2021年4月和2022年7月,其他/未归类,公园内步道两侧扶手及邻近树上,标本,SYSr002677-2679,新纪录,原表标注,,,,,,"王昊天 (2023). 海南岛壁虎科多样性研究 兼记二新记录属(有鳞目,蜥蜴亚目)",2023,王昊天,"海南岛壁虎科多样性研究兼记二新记录属(有鳞目,蜥蜴亚目)",,300
104,爬行纲,黑头蝰,Azemiops feae,白头蛙,Azemiops feae,种,有鳞目,Squamata,蝰科,Viperidae,白头蝰属,Azemiops,拉丁名精确,,云南、贵州、四川、西藏、陕西、甘肃、广西、安徽、江西、浙江、福建,湖北,原表标注,后河村,110.61,30.098,文字地名地理编码/后续补充,,,2005-09-04,2005年9月4日,人工生境,农家庭院,照片/影像,,新纪录,原表标注,,,,,,,2005,索建中、周友兵、江广华、肖春芳、向明喜,,,302
105,爬行纲,中国石龙子,Plestiodon chinensis,中国石龙子,Eumeces chinensis,种,有鳞目,Squamata,石龙子科,Scincidae,多齿石龙子属,Plestiodon,中文名精确,,江苏、安徽及以南诸省,河北,原表标注,无极县赵户营;石家庄市北郊,114.55,38.15,文字地名地理编码/后续补充,,,1998-08-22,1998年8月22日;1999年5月8日,,,标本,980801;990502,新纪录,原表标注,,,,,,,2001,吴跃峰、武明录,动物学杂志,,306
106,两栖纲,广东纤树蛙,Gracixalus guangdongensis,广东纤树蛙,Gracixalus guangdongensis,种,无尾目,Anura,树蛙科,Rhacophoridae,纤树蛙属,Gracixalus,拉丁名精确,,广东茂名、韶关、惠州和湖南宜章,福建,原表标注,梅花山国家级自然保护区,116.8361,25.3306,原文报道坐标,1400,1400.0,2024-05-24,2024年5月24日,混合生境（溪流/河流+森林+湿地/静水水体）,"竹林中,林边有小片湿地沼泽和小溪涧,长有较密的鹿角杜鹃",标本,XMU0270003~XMU0270005,新纪录,原表标注,DUP027,,,,,"王鹤霖、王臻祺、林清贤、周晓平 (2025). 福建省两栖动物新记录种———广东纤树蛙 厦门大学学报(自然科学版), 64(5), 910-916 https://doi.org/10.6043/j.issn.0438-0479.202407017",2025,王鹤霖、王臻祺、林清贤、周晓平,厦门大学学报(自然科学版),10.6043/j.issn.0438-0479.202407017,316
107,两栖纲,天目臭蛙,Odorrana tianmuii,天目臭蛙,Odorrana tianmuii,种,无尾目,Anura,蛙科,Ranidae,臭蛙属,Odorrana,拉丁名精确,,"除模式产地浙江天目山外,分布于浙江钱塘江和瓯江流域、安徽南部、江苏南部以及江西东北部",福建,原表标注,浦城县管厝乡东北部,118.6567,28.0535,原文报道坐标,1658,1658.0,2016-09,2016年9月至10月,混合生境（溪流/河流+灌丛/草地+高山流石滩/石山）,"植被茂密、水流平缓且开阔的山间溪流环境,溪中多石块,成蛙栖息于溪边的石块、岩壁、岩缝或溪边灌丛",标本,HNNU1610001、HNNU1610002、HNNU1610003,新纪录,原表标注,,,,,,"王秋亚、朱艳军、陈卓、申惠君、陈晓虹 (2019). 福建省花臭蛙复合体组成及天目臭蛙分布新记录记述 动物学杂志, 54(4), 501-508 https://doi.org/10.13859/j.cjz.201904007",2019,王秋亚、朱艳军、陈卓、申惠君、陈晓虹,动物学杂志,10.13859/j.cjz.201904007,319
108,两栖纲,黄岗臭蛙,Odorrana huanggangensis,黄岗臭蛙,Odorrana huanggangensis,种,无尾目,Anura,蛙科,Ranidae,臭蛙属,Odorrana,拉丁名精确,,"不仅分布于福建和江西武夷山区,还广泛分布于福建(北部、西部、南部、西南部和中部)、湖南(南部、西南部和北部的张家界武陵源区)、广西东北部、广东(北部、东北部至南部)以及贵州(东部和东南部)",福建,原表标注,屏南县双溪镇,119.04,27.0368,原文报道坐标,,,2016-09,2016年9月至10月,,,标本,HNNU1609001、HNNU1609002、HNNU1609003,新纪录,据引用/备注推断,,,,,,"王秋亚、朱艳军、陈卓、申惠君、陈晓虹 (2019). 福建省花臭蛙复合体组成及天目臭蛙分布新记录记述 动物学杂志, 54(4), 501-508 https://doi.org/10.13859/j.cjz.201904007",2019,王秋亚、朱艳军、陈卓、申惠君、陈晓虹,动物学杂志,10.13859/j.cjz.201904007,320
109,两栖纲,巫山角蟾,Boulenophrys wushanensis,巫山布氏角蟾,Boulenophrys wushanensis,种,无尾目,Anura,角蟾科,Megophryidae,布角蟾属,Boulenophrys,拉丁名精确,,陕西、甘肃、四川、重庆和湖北等地,陕西,原表标注,"周至县集贤镇南蒿坪,赤峪沟支沟水潭",108.3667,34.0,原文报道坐标,1010,1010.0,2016-06,2016年6月,混合生境（溪流/河流+森林）,山区流溪及其附近林间,标本,,新纪录,原表标注,,,,,,"赵虎、孔飞、张红星 (2022). 秦岭北坡发现巫山布氏角蟾 野生动物学报, 43(2), 579-580 https://doi.org/10.12375/ysdwsb.20220244",2022,赵虎、张红星,野生动物学报,10.12375/ysdwsb.20220244,321
110,爬行纲,眼斑水龟,Sacalia bealei,眼斑水龟,Clemmys bealei,种,龟鳖目,Testudines,地龟科,Geoemydidae,眼斑水龟属,Sacalia,中文名精确,,,贵州,原表标注,松桃,109.2,28.15,文字地名地理编码/后续补充,,,1974,1974年-1978年,,,照片/影像,,新纪录,原表标注,,,,,,"伍律、李德俊、须润华、黄谋、刘积深 (1978). 贵州爬行动物新纪录及一新种 贵州爬行动物新纪录及一新种, 105",1978,伍律、李德俊、须润华、董谦、刘积深,动物学报,,324
111,爬行纲,古氏草蜥(古纳氏草蜥),Takydromus kuehnei,台湾地蜥,Platyplacopus kuehnei,种,有鳞目,Squamata,蜥蜴科,Lacertidae,草蜥属,Takydromus,种加词推断,"按种加词推断为名录中该名的异名对应种,请复核",,贵州,原表标注,兴义,104.9,25.0833,文字地名地理编码/后续补充,,,1974,1974年-1978年,,,照片/影像,,新纪录,原表标注,,,,,,"伍律、李德俊、须润华、黄谋、刘积深 (1978). 贵州爬行动物新纪录及一新种 贵州爬行动物新纪录及一新种, 105",1978,伍律、李德俊、须润华、董谦、刘积深,动物学报,,325
112,爬行纲,,,蟒蛇,Python molurus bivittatus,种,有鳞目,Squamata,蟒科,Pythonidae,蟒属,Python,种未收录-按属填分类,,,贵州,原表标注,望谟,106.1,25.1833,文字地名地理编码/后续补充,,,1974,1974年-1978年,,,照片/影像,,新纪录,原表标注,,,,,,"伍律、李德俊、须润华、黄谋、刘积深 (1978). 贵州爬行动物新纪录及一新种 贵州爬行动物新纪录及一新种, 105",1978,伍律、李德俊、须润华、董谦、刘积深,动物学报,,326
113,爬行纲,绿锦蛇,Gonyosoma prasinum,绿锦蛇,Elaphe prasina,种,有鳞目,Squamata,游蛇科,Colubridae,绿锦蛇属,Gonyosoma,中文名精确,,,贵州,原表标注,兴义,104.9,25.0833,文字地名地理编码/后续补充,,,1974,1974年-1978年,,,照片/影像,,新纪录,原表标注,,,,,,"伍律、李德俊、须润华、黄谋、刘积深 (1978). 贵州爬行动物新纪录及一新种 贵州爬行动物新纪录及一新种, 105",1978,伍律、李德俊、须润华、董谦、刘积深,动物学报,,329
114,爬行纲,横纹斜鳞蛇,Pseudoxenodon bambusicola,横纹斜鳞蛇,Pseudoxenodon bambusicola,种,有鳞目,Squamata,游蛇科,Colubridae,斜鳞蛇属,Pseudoxenodon,拉丁名精确,,,贵州,原表标注,雷山、从江,108.5,26.2,文字地名地理编码/后续补充,,,1974,1974年-1978年,,,照片/影像,,新纪录,原表标注,,,,,,"伍律、李德俊、须润华、黄谋、刘积深 (1978). 贵州爬行动物新纪录及一新种 贵州爬行动物新纪录及一新种, 105",1978,伍律、李德俊、须润华、董谦、刘积深,动物学报,,331
115,爬行纲,台湾小头蛇,Oligodon formosanus,台湾小头蛇,Oligodon formosanus,种,有鳞目,Squamata,游蛇科,Colubridae,小头蛇属,Oligodon,拉丁名精确,,,贵州,原表标注,榕江、从江,108.6,25.7,文字地名地理编码/后续补充,,,1974,1974年-1978年,,,照片/影像,,新纪录,原表标注,,,,,,"伍律、李德俊、须润华、黄谋、刘积深 (1978). 贵州爬行动物新纪录及一新种 贵州爬行动物新纪录及一新种, 105",1978,伍律、李德俊、须润华、董谦、刘积深,动物学报,,332
116,两栖纲,中华湍蛙,Amolops sinensis,中华湍蛙,Amolops sinensis,种,无尾目,Anura,蛙科,Ranidae,湍蛙属,Amolops,拉丁名精确,,模式产地为广东省英德市,贵州,原表标注,梵净山国家级自然保护区、雷公山国家级自然保护区,108.5886,27.9189,原文报道坐标,1032;686,859.0,2015-07,2015年7月;2018年7月;2018年8月,混合生境（溪流/河流+海滨/海洋）,"海拔600~1100 m的山间水流较为湍急的河流,常栖于河流内石头上或河边树枝上",标本,CIBFJS20150717005、CIBFJS20150720014、CIBLS20180804003、CIBLS20180717001,新纪录,原表标注,,,,,,"李仕泽、刘京、徐宁、魏刚、王斌 (2020). 贵州省两栖类新记录种——中华湍蛙及其蝌蚪描述 四川动物, 39(1), 75-80 https://doi.org/10.11984/j.issn.1000-7083.20190122",2020,李仕泽、刘京、徐宁、魏刚、王斌,四川动物,10.11984/j.issn.1000-7083.20190122,337
117,爬行纲,白尾双足蜥,Dibamus bourreti,白尾双足蜥,Dibamus bourreti,种,有鳞目,Squamata,双足蜥科,Dibamidae,双足蜥属,Dibamus,拉丁名精确,,湖南(宜章、江永)、广西(龙胜、金秀),广东,原表标注,仁化县黄沙坑,113.6695,25.1905,原文报道坐标,180,180.0,2008-05-26,2008年5月26日,森林,森林林缘的土坡中,标本,SYS r000071,新纪录,原表标注,,,,,,杨剑焕、李云、张天度、张冰、王英永 (2011) 动物学杂志,2011,杨剑焕、李韵、张天度、张冰、王英永,动物学杂志,,349
118,两栖纲,黄山角蟾,Boulenophrys huangshanensis,黄山角蟾,Xenophrys huangshanensis,种,无尾目,Anura,角蟾科,Megophryidae,布角蟾属,Boulenophrys,中文名精确,,安徽南部,江西,原表标注,大鄣山鄣山村,117.75,29.45,文字地名地理编码/后续补充,,,2011-07,2011年7月、2012年4月,溪流/河流,山溪旁,标本,SYSa001314-SYSa001322、SYSa001622、SYSa001623,新纪录,原表标注,,,,,,杨剑焕、洪元华、赵健、张昌友、王英永 (2013) 动物学杂志,2013,杨剑焕、洪元华、赵健、张昌友、王英永,动物学杂志,,350
119,两栖纲,,,侧条跳树蛙,Chirixalus vittatus,种,无尾目,Anura,树蛙科,Rhacophoridae,跳树蛙属,Chirixalus,种未收录-按属填分类,"名录中存在种加词相同的“侧条树蛙 Rohanixalus vittatus”,但原属Chirixalus仍在名录、两属非已知拆分对,请人工确认",国外:印度东北部、缅甸东部、泰国、柬埔寨、老挝、越南西部;国内:西藏(墨脱)、云南(河口、景洪)、广西(凭祥、龙州)、海南(琼中、陵山)、福建(崇安),广东,原表标注,黑石顶省级自然保护区,111.8192,23.4208,原文报道坐标,200,200.0,2008-05-30,2008年5月30日,森林,"开阔地带的禾本科植物叶丛中,南亚热带常绿阔叶林",标本,HSD0010~HSD0014,新纪录,原表标注,,,,,,杨剑焕、马新霞、王和聪、王英永 (2009) 动物学杂志,2009,杨剑焕、马新霞、王和聪、王英永,动物学杂志,,356
120,两栖纲,安吉小鲵,Hynobius amjiensis,安吉小鲵,Hynobius amjiensis,种,有尾目,Caudata,小鲵科,Hynobiidae,小鲵属,Hynobius,拉丁名精确,,,安徽,原表标注,,,,,,,,,,,标本,,新纪录,原表标注,,,,,,,,李永民、吴孝友、方国富、顾长明、薛辉、吴孝兵,,,360
121,爬行纲,东亚腹链蛇,Hebius vibakari,东亚腹链蛇,Hebius vibakari,种,有鳞目,Squamata,游蛇科,Colubridae,东亚腹链蛇属,Hebius,拉丁名精确,,中国东北、朝鲜半岛、俄罗斯远东地区和日本,安徽,原表标注,牛王寨,117.0922,31.2658,原文报道坐标,229,229.0,2021-08-22,2021年8月22日,其他/未归类,大别山区,标本,AHULJ210822,新纪录,原表标注,,,,,,张财文、马号号、吴阿芳、虞磊、张保卫 (2023) 动物学杂志 Chinese Journal of Zoology 10.13859/j.cjz.202303014,2023,张财文、马浩浩、吴阿芳、余磊、张保卫,动物学杂志 Chinese Journal of Zoology,10.13859/j.cjz.202303014,361
122,爬行纲,棕脊蛇,Achalinus rufescens,棕脊蛇,Achalinus rufescens,种,有鳞目,Squamata,闪皮蛇科,Xenodermidae,脊蛇属,Achalinus,拉丁名精确,,,安徽,原表标注,,,,,,,,,,,标本,,新纪录,原表标注,,,,,,彭丽芳、黄松 (2015) 动物学杂志 10.13859/j.cjz.201501024,2015,彭丽芳、黄松,,10.13859/j.cjz.201501024,362
123,爬行纲,福建华珊瑚蛇,Sinomicrurus kelloggi,福建华珊瑚蛇,Sinomicrurus kelloggi,种,有鳞目,Squamata,眼镜蛇科,Elapidae,中华珊瑚蛇属,Sinomicrurus,拉丁名精确,,浙江、福建、江西、湖南、海南、广东、广西、贵州、重庆;国外分布于越南和老挝,安徽,原表标注,石川村,118.1575,29.4597,原文报道坐标,236,236.0,2010-07-26,2010年7月26日,混合生境（溪流/河流+森林+灌丛/草地）,"小溪旁的草丛里,常绿阔叶林下",标本,HS11229,新纪录,原表标注,,,,,,陈进民、唐鑫生、黄松 (2013) 动物学杂志,2013,陈进民、唐鑫生、黄松,动物学杂志,,363
124,爬行纲,股鳞蜓蜥,Sphenomorphus incognitus,股鳞蜓蜥,Sphenomorphus incertus,种,有鳞目,Squamata,石龙子科,Scincidae,蜓蜥属,Sphenomorphus,中文名精确,,台湾、福建、海南、广西、云南、湖北、香港、越南,安徽,原表标注,岭南省级自然保护区,118.3833,30.0667,原文报道坐标,,,2011-07,2011年7月,混合生境（溪流/河流+森林+灌丛/草地）,"溪边石块上、杂草丛中和石块间,溪流上方为常绿阔叶林",标本,,新纪录,原表标注,,,,,,唐鑫生、黄松 (2021) 动物学杂志,2021,唐鑫生、黄松,动物学杂志,,364
125,两栖纲,孟闻琴蛙,Nidirana mangveni,孟闻琴蛙,Nidirana mangveni,种,无尾目,Anura,蛙科,Ranidae,琴蛙属,Nidirana,拉丁名精确,,,安徽,原表标注,,,,,,,,,,,标本,,新纪录,原表标注,DUP045,,,,,刘奔、马秋帆、方沿涛、黄平倩、李伦香、靳志杰、周翔、陈晓春、吴孝兵、陈进民、李冰欣 (2023) 动物学杂志 10.13859/j.cjz.202323091,2023,刘奔、马秋凡、方彦涛、黄平倩、李伦翔、金志杰、周翔、陈晓春、吴孝兵、陈进民、LEE Ping-Shin,,10.13859/j.cjz.202323091,365
126,两栖纲,贺州肥螈/吴氏肥螈,Pachytriton wuguanfui,吴氏肥螈,Pachytriton wuguanfui,种,有尾目,Caudata,蝾螈科,Salamandridae,肥螈属,Pachytriton,拉丁名精确,,广西贺州姑婆山、湖南道县茶花坪,广东,原表标注,连南瑶族自治县大鲵省级自然保护区,112.1797,24.4081,原文报道坐标,1200,1200.0,2023-08-17,2023年8月17日,混合生境（溪流/河流+森林）,常绿阔叶林山溪,标本,SYS a009150,新纪录,原表标注,,,,,,宋晗铭、王昊天、林泽花、郑寿松、周志恩、龚粤宁、刘志发、李友余、齐硕、王英永 (2024) 动物学杂志 10.13859/j.cjz.202424014,2024,宋晗铭、王昊天、林泽花、郑寿松、周志恩、龚粤宁、刘志发、李友余、齐硕、王英永,动物学杂志,10.13859/j.cjz.202424014,368
127,两栖纲,强婚刺铃蟾,Bombina fortinuptialis,强婚刺铃蟾,Bombina fortinuptialis,种,无尾目,Anura,铃蟾科,Bombinatoridae,铃蟾属,Bombina,拉丁名精确,,广西东北部,广东,原表标注,信宜市大雾岭,111.2186,22.2889,原文报道坐标,1500,1500.0,2018-08-21,2018年8月21日,混合生境（森林+海滨/海洋）,海拔1000 m以上的山区林间,标本,SYS a007408,新纪录,原表标注,,,,,,宋晗铭、王昊天、林泽花、郑寿松、周志恩、龚粤宁、刘志发、李友余、齐硕、王英永 (2024) 动物学杂志 10.13859/j.cjz.202424014,2024,宋晗铭、王昊天、林泽花、郑寿松、周志恩、龚粤宁、刘志发、李友余、齐硕、王英永,动物学杂志,10.13859/j.cjz.202424014,369
128,两栖纲,湘琴蛙,Nidirana xiangica,湘琴蛙,Nidirana xiangica,种,无尾目,Anura,蛙科,Ranidae,琴蛙属,Nidirana,拉丁名精确,,江西西部、湖南东部和南部、广西东北部,广东,原表标注,连州市大东山,112.7103,24.9547,原文报道坐标,660,660.0,2023-04-18,2023年4月18日,其他/未归类,丘陵山区静水水域,标本,SYS a009069,新纪录,原表标注,,,,,,宋晗铭、王昊天、林泽花、郑寿松、周志恩、龚粤宁、刘志发、李友余、齐硕、王英永 (2024) 动物学杂志 10.13859/j.cjz.202424014,2024,宋晗铭、王昊天、林泽花、郑寿松、周志恩、龚粤宁、刘志发、李友余、齐硕、王英永,动物学杂志,10.13859/j.cjz.202424014,372
129,两栖纲,北部湾棱皮树蛙,Theloderma corticale,北部湾棱皮树蛙,Theloderma corticale,种,无尾目,Anura,树蛙科,Rhacophoridae,棱皮树蛙属,Theloderma,拉丁名精确,,广西、海南、越南、老挝,广东,原表标注,乳源瑶族自治县南岭,112.9519,24.8486,原文报道坐标,1070,1070.0,2022-09-03,2022年9月3日,森林,山区林木繁茂阴暗潮湿处落叶层下,标本,SYS a009112,新纪录,原表标注,,,,,,宋晗铭、王昊天、林泽花、郑寿松、周志恩、龚粤宁、刘志发、李友余、齐硕、王英永 (2024) 动物学杂志 10.13859/j.cjz.202424014,2024,宋晗铭、王昊天、林泽花、郑寿松、周志恩、龚粤宁、刘志发、李友余、齐硕、王英永,动物学杂志,10.13859/j.cjz.202424014,373
130,爬行纲,横纹翠青蛇(横纹鼠蛇),Ptyas multicinctus,横纹翠青蛇,Cyclophiops multicinctus,种,有鳞目,Squamata,游蛇科,Colubridae,鼠蛇属,Ptyas,中文名精确,,中国海南、湖南、广西、云南;老挝、越南,广东,原表标注,古兜山自然保护区,112.9272,22.2356,原文报道坐标,370,370.0,2008-05-17,2008年5月17日,混合生境（森林+灌丛/草地+人工生境）,"公路边,邻近树林、花园及山坡林地(含乔木和灌丛)",标本,GD20080517001,新纪录,原表标注,,,,,,肖智、黎振昌、庆宁 (2010) 动物学杂志,2010,肖智、黎振昌、庆宁,动物学杂志,,376
131,两栖纲,白线树蛙,Zhangixalus leucofasciatus,白线树蛙,Rhacophorus leucofasciatus,种,无尾目,Anura,树蛙科,Rhacophoridae,张树蛙属,Zhangixalus,中文名精确,,广西上思、防城、金秀;重庆秀山;贵州梵净山、剑河、石阡;湖南张家界,广东,原表标注,老蓬,113.0104,24.9365,原文报道坐标,1204.3,1204.3,2018-09-09,2018年9月9日,森林,亚热带次生常绿阔叶林下,标本,GDNL2018090901,新纪录,原表标注,,,,,,丁向运、张冰、侯德佳、邓国杏、陈军、郑明、杨道德 (2019) 动物学杂志 10.13859/j.cjz.201903020,2019,丁向运、黎振昌,动物学杂志,10.13859/j.cjz.201903020,377
132,两栖纲,台北纤蛙/台北水蛙,Hylarana taipehensis,台北纤蛙,Hylarana taipehensis,种,无尾目,Anura,蛙科,Ranidae,水蛙属,Hylarana,拉丁名精确,,,澳门,原表标注,,,,,,,,,,,标本,,新纪录,原表标注,,,,,,黄继展、葛研、龚世平、简汉彪、李志锐、吴作谦 (2015) 动物学杂志 10.13859/j.cjz.201502016,2015,黄继展、葛研、龚世平、简汉彪、李志锐、吴作谦,,10.13859/j.cjz.201502016,381
